Timestamp,Age,Gender,City,Position ,Total experience,Experience in Germany,Seniority level,Main technology,Annual Salary in EUR,Bonus in EUR,Number of vacation days,Employment status,Contract duration,Main language at work,Company type
24-11-2020 11:23,59,Male,Berlin,Backend Developer,30,30,Senior,Java,69000,,28,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:23,36,Male,Berlin,Software Engineer,17,2,Lead,PHP,70000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:25,38,Male,Berlin,Team Lead,18,4,Lead,iOS,80000,4000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:25,24,Male,Berlin,DevOps,6,3,Senior,Kubernetes,75000,10000,27,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:25,37,Male,Berlin,Test manager,6,6,Middle,Charles,47400,1000,28,Full-time employee,Unlimited contract,German,Media
24-11-2020 11:25,,Male,Berlin,DevOps,14,5,Senior,,67000,7000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:26,40,Male,Berlin,Product Manager,13,1,Senior,SQL,70000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:26,29,Male,Berlin,Software Engineer,6,4,Lead,Go,85000,5000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:27,31,Male,Berlin,Backend Developer,5,1,Middle,java,65000,,28,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:27,29,Female,Berlin,QA Engineer,7,1,Middle,,45000,2000,26,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:27,39,Male,Berlin,Software Engineer,8,5,Senior,Java,80000,,29,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:28,27,Male,Berlin,Software Engineer,8,1,Middle,Javascript,63000,101,24,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:28,33,Male,Berlin,Data Scientist,5,4,Lead,Python,150000,80000,24,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:28,28,Female,Berlin,Designer (UI/UX),7,7,Middle,Figma,45000,,28,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:29,30,Male,Berlin,Software Engineer,8,3,Senior,JavaScript,80000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:29,28,Male,Berlin,Backend Developer,5,1,Senior,Kotlin,75000,,25,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:29,38,Male,Berlin,DevOps,10,5,Senior,Go/Python,70000,,30,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:30,29,Male,Berlin,Frontend Developer,7,2,Senior,React,72000,12000,27,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:30,49,Male,Berlin,Software Engineer,15,15,Senior,Java,67000,1500,29,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:30,32,Male,Berlin,Frontend Developer,10,5,Senior,TypeScript,105000,,60,Self-employed (freelancer),Temporary contract,English,Product
24-11-2020 11:30,33,Female,Berlin,Software Engineer,12,5,Senior,С#,88000,35200,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:30,30,Male,Berlin,Software Engineer,6,3,Senior,Java,74000,15000,27,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:31,48,Male,Berlin,Software Engineer,25,11,Senior,Java,75000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:31,28,Female,Berlin,Designer (UI/UX),5,1,Senior,,60000,,20,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:31,32,Male,Berlin,Backend Developer,3,1,Middle,Java,77000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:31,38,Female,Berlin,Backend Developer,12,6,Senior,,70000,8000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:31,31,Male,Berlin,Software Engineer,7,3,Lead,Python,76000,10000,27,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:32,35,Male,Berlin,Backend Developer,10,7,Senior,Ruby,75000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:32,28,Female,Berlin,Designer (UI/UX),7,7,Middle,Figma,45000,,28,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:32,29,Female,Berlin,QA Engineer,8,5,Senior,,60000,,28,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:32,32,Male,Berlin,Backend Developer,8,5,Senior,PHP,65000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:32,44,Male,Berlin,Backend Developer,12,3,Senior,Java,68000,,26,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:33,,Male,Berlin,Software Engineer,,1,Senior,PHP,75000,,,Full-time employee,,English,
24-11-2020 11:33,35,Male,Munich,Software Engineer,11,3,Senior,Php,65000,5000,29,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:33,33,Male,Munich,DevOps,15,4,Lead,Kubernetes,90000,10000,30,Full-time employee,Unlimited contract,,Product
24-11-2020 11:33,29,Male,Berlin,Software Engineer,5,3,Senior,Go,75000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:33,66,Male,Munich,Software Engineer,40,4,Lead,ruby on rails,70000,,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:35,39,Female,Berlin,Software Engineer,10,10,Senior,Java,70500,1000,30,Full-time employee,Unlimited contract,German,Consulting / Agency
24-11-2020 11:36,28,Male,Munich,Backend Developer,5,4,Senior,Kotlin,72000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:37,34,Male,Munich,Frontend Developer,5,5,Senior,JavaScript/ES6,73500,,27,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:37,34,Male,Munich,Software Engineer,13,3,Lead,.NET,72000,72000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:38,32,Male,Munich,Frontend Developer,7,5,Senior,Javascript,62000,,30,Full-time employee,Unlimited contract,German,Consulting / Agency
24-11-2020 11:38,38,Male,Stuttgart,Hardware Engineer,15,5,Lead,Hardware,83000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:38,32,Male,Berlin,Data Scientist,10,10,Head,,110000,30000,30,Full-time employee,Unlimited contract,English,Consulting / Agency
24-11-2020 11:38,45,Male,Schleswig-Holstein,Software Engineer,26,18,Senior,C#,93000,10000,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:39,48,Male,London,Data Engineer,23,0,,Google Cloud Platform,110000,,,Company Director,Temporary contract,English,Personal Ltd
24-11-2020 11:40,28,Male,Berlin,Software Engineer,3,2,Middle,Js,55000,,22,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:40,29,Male,Konstanz area,Mobile Developer,6,3,Middle,android,53000,,26,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:40,36,Male,Munich,Backend Developer,15,3,Senior,java,55000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:40,39,Male,Berlin,Software Engineer,10,2,Senior,C#,75000,,30,Full-time employee,Unlimited contract,German,Consulting / Agency
24-11-2020 11:40,29,Male,Munich,Software Engineer,7,3,Senior,JavaScript ,80000,5000,24,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:42,31,Male,Berlin,Engineering Manager,11,6,Lead,Java,80000,,27,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:43,30,Male,Berlin,Backend Developer,5,5,Middle,Java,55000,,27,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:43,30,Male,Munich,DevOps,8,2,Middle,,70200,75000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:43,33,Male,Frankfurt,Software Engineer,4,0,Middle,Java,50000,,24,Full-time employee,Unlimited contract,English,Consulting / Agency
24-11-2020 11:44,27,Male,Berlin,Software Engineer,5,1,Senior,Scala,78000,,30,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:44,26,Female,Munich,Data Scientist,6,2,Middle,python,60000,10000,26,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:44,26,Male,Berlin,Software Engineer,8,3,Lead,Go,85000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:44,31,Female,Berlin,Analytics engineer,6,2,Middle,SQL,60000,,27,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:44,30,Male,Berlin,Software Engineer,10,2,Senior,Scala,72000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:44,38,Male,Berlin,Localization producer,17,3,Middle,,68500,30000,25,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:44,43,Male,Berlin,Mobile Developer,5,3,Senior,Kotlin,72000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:45,33,Male,Berlin,Software Engineer,5,1,Middle,python,65000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:45,31,Male,Berlin,Software Engineer,9,,Senior,"C#, .net core",60000,,25,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:46,32,Female,Berlin,QA Engineer,10,,Senior,Java,61000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:46,24,Male,Berlin,Data Scientist,4,2,Senior,Python,73000,73000,24,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:46,29,Male,Berlin,DevOps,7,1,Lead,Kubernetes,78000,10000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:46,29,Male,Berlin,Data Scientist,4,4,Senior,Python,81000,,29,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:46,30,Male,Munich,Hardware Engineer,5,5,Senior,VHDL,75000,10000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:48,35,Female,Berlin,Reporting Engineer,3,2,Middle,Power BI,55000,3000,31,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:48,27,Female,Hamburg,Account Managet,6,1,Senior,,50000,,28,Full-time employee,Temporary contract,English,Product
24-11-2020 11:49,32,Female,Berlin,Product Manager,8,8,No level,,55000,,27,Full-time employee,Unlimited contract,German,Consulting / Agency
24-11-2020 11:49,33,Male,Munich,QA Engineer,5,1,Senior,Java,60000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:50,28,Male,Berlin,Software Engineer,8,3,Lead,PHP ,80000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:50,31,Female,Munich,agile master ,14,7,Middle,none,80000,,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:50,32,Male,Munich,Software Engineer,7,3,Senior,Android,60000,,38,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:50,30,Male,Berlin,Backend Developer,8,2.5,Senior,Scala,80000,,25,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:50,26,Male,Munich,Backend Developer,7,"1,5",Senior,Java,78000,4000,27,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:51,31,Male,Munich,Software Engineer,10,2,Senior,Java,68000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:52,38,Female,Munich,QA Engineer,6,2,Middle,Java,62000,,26,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:53,37,Male,Berlin,Software Engineer,10,3,Senior,PHP,55000,,26,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:54,25,Male,Munich,Software Engineer,3,1,Middle,Java,62000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:54,36,Male,Berlin,Frontend Developer,12,4,Senior,JavaScript,72000,,26,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:54,27,Male,Munich,QA Engineer,5,1,Senior,Swift,58000,5800,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:55,35,Male,Frankfurt,ML Engineer,12,10,Senior,ML,120000,30000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:55,37,Male,Munich,Software Engineer,15,2,Senior,php,75000,,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 11:55,26,Male,Munich,Data Scientist,3,2,Middle,Python,65000,7000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:55,33,Male,Frankfurt,Solution Architect,6,6,Middle,Python,85000,40000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:56,34,Male,Berlin,Frontend Developer,7,1,Senior,JavaScript,65000,,25,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:56,33,Male,Berlin,Backend Developer,12,6,Lead,PHP,65000,,27,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:56,,Male,Berlin,QA Engineer,6,6,Middle,Javascript,50000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:56,29,Male,Berlin,Backend Developer,8,0,Senior,Scala,72000,,25,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:56,24,Male,Munich,Software Engineer,5,2,Middle,C++,79000,56000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:57,28,Female,Munich,QA Engineer,6,2,Middle,,65000,3000,25,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:57,30,Female,Berlin,Software Engineer,8,2,Senior,"Scala, React.js",75000,,35,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:57,28,Male,Cologne,BI Consultant,8,1,Senior,SQL,60000,12000,28,Full-time employee,Unlimited contract,English,Consulting / Agency
24-11-2020 11:58,31,Male,Munich,Backend Developer,11,1,Senior,PHP,80000,4000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:59,28,Male,Munich,Mobile Developer,5,3,Senior,iOS,57000,8000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 11:59,32,Female,Kempten,Fullstack Developer,10,1,Middle,C#,49000,,30,Full-time employee,Unlimited contract,English and German,Product
24-11-2020 11:59,28,Male,Berlin,Software Engineer,6,2,Senior,Java,65000,75000,28,Full-time employee,Unlimited contract,English,Startup
24-11-2020 11:59,26,Female,Munich,Data Scientist,3,1,Junior,Ml/Python,70000,12000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:00,33,Male,Berlin,Mobile Developer,6,4,Middle,Swift,63000,6300,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:00,41,Male,Munich,Product Manager,18,3,Middle,,72000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:00,31,Male,Berlin,Software Engineer,9,1,Senior,"C#, .net core",60000,6000,25,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:01,30,Male,Munich,Frontend Developer,6,1,Senior,Javascript,75000,101,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:01,31,Male,Berlin,Frontend Developer,8,1,Senior,JavaScript/TypeScript,70000,101,24,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:02,37,Male,Munich,Backend Developer,12,4,Senior,php,62000,5000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:04,30,Male,Berlin,Software Engineer,10,5,Lead,Python,78000,1000,,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:04,34,Male,Munich,,17,6,Lead,Java,120000,20000,32,Full-time employee,Unlimited contract,German,Consulting / Agency
24-11-2020 12:06,25,Male,Munich,Backend Developer,5,0,Senior,Java,75000,5000,24,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:06,36,Male,Berlin,Backend Developer,19,5,Senior,PHP,69000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:06,40,Male,Berlin,Frontend Developer,7,1,Middle,Javascript,54000,,24,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:07,37,Male,Berlin,Product Manager,6,6,Middle,,62000,62000,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 12:07,35,Male,Munich,Software Engineer,13,4,Senior,Java,80000,1500,40,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:07,42,Male,Berlin,Software Engineer,20,5,Senior,Ruby on Rails,80000,,27,Full-time employee,Unlimited contract,German,Product
24-11-2020 12:07,34,Male,Berlin,QA Engineer,10,4,Senior,Java,75000,3000,28,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:07,30,Male,Berlin,Backend Developer,6,2,Senior,Ruby,75000,75000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:08,35,Male,Berlin,Software Engineer,12,1,Senior,C#,70000,22000,25,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:09,34,Male,Munich,Cloud Architect,10,4,Senior,"Azure, SAP",120000,40000,30,Full-time employee,Unlimited contract,English,Cloud
24-11-2020 12:09,35,Male,Berlin,Designer (UI/UX),10,4,Senior,,70000,,25,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:09,35,Male,Berlin,System Administrator,14,1,Middle,,44000,,27,Full-time employee,Temporary contract,English,Startup
24-11-2020 12:09,28,Male,Hamburg,Software Engineer,7,,Senior,Scala,80000,5000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:09,26,Male,Münster,Data Scientist,5.5,3,Junior,Python,48000,2000,26,Full-time employee,Unlimited contract,German,Product
24-11-2020 12:10,35,Male,Berlin,Frontend Developer,4,1,Middle,JavaScript,50000,5000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:10,31,Female,Munich,QA Engineer,7,3,Senior,Java,68000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:11,35,Male,Frankfurt,Software Engineer,12,3,Senior,java,66000,,25,Full-time employee,Unlimited contract,German,Consulting / Agency
24-11-2020 12:12,28,Male,Berlin,Product Manager,3,3,Middle,,51000,1500,27,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:12,25,Male,Berlin,Backend Developer,4,1,Middle,Python,60000,,24,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:13,42,Female,Berlin,QA Engineer,20,1,Middle,python,55000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:14,30,Male,Berlin,Product Manager,7,5,Head,,150000,,25,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:14,40,Female,Munich,Software Engineer,20,7,Middle,Java,54000,,30,Full-time employee,Unlimited contract,German,Behörde
24-11-2020 12:14,36,Female,Erlangen,Project Manager,14,2,Middle,,62000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:14,37,Male,Berlin,Software Engineer,8,5,Junior,Java,60000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:15,33,Male,Munich,Software Engineer,10,3,Senior,Java,75000,7500,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:16,38,Male,Cologne,Software Engineer,11,5,Senior,PHP,55000,,26,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:16,27,Male,Munich,Frontend Developer,4,0,Senior,Frontend,60000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:17,33,Male,Berlin,Software Engineer,7,7,Senior,"Java, JavaScript",62000,67000,30,Full-time employee,Unlimited contract,English,Consulting / Agency
24-11-2020 12:17,34,Male,Vienna,Data Scientist,12,3,Senior,,77500,7750,25,Full-time employee,Unlimited contract,English,Consulting / Agency
24-11-2020 12:17,36,Female,Munich,Backend Developer,5,1,Middle,PHP,60000,5000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:17,42,Male,Berlin,DevOps,22,4,Lead,yaml,70000,,24,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:18,32,Male,Frankfurt,Network Engineer ,10,2,Senior,Python ,68500,6000,25,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:21,31,Male,Berlin,Frontend Developer,10,1.5,Senior,Javascript,71060,101,28,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:21,33,Female,Berlin,QA Engineer,6,0.5,Middle,Java,60000,,28,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:21,40,Male,Berlin,VP Engineering,10,7,VP,JS,100000,,24,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:23,28,Male,Moldova,Backend Developer,4,0,Middle,Java ,28000,,,,,English,Startup
24-11-2020 12:23,28,Male,Munich,Backend Developer,6,5,Senior,Java,70000,2000,30,Full-time employee,Unlimited contract,English,Consulting / Agency
24-11-2020 12:23,46,Male,Munich,Agile Coach,4,1.5,Senior,,82000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:26,31,Male,Berlin,Software Engineer,9,4,Senior,Python,90000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:26,28,Male,Berlin,Mobile Developer,5,1.5,Lead,Swift,70800,,28,Full-time employee,Unlimited contract,English,Consulting / Agency
24-11-2020 12:27,29,Male,Berlin,Software Engineer,8,3,Middle,PHP,55000,,24,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:27,40,Male,Munich,Mobile Developer,25,2,Lead,Swift,85000,5000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:28,46,Male,Munich,QA Engineer,13,13,Senior,Java,70000,8500,28,Full-time employee,Unlimited contract,German,Product
24-11-2020 12:28,33,Male,Berlin,Backend Developer,5,2,Middle,Java,66000,70000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:28,33,Male,Berlin,ML Engineer,10,5,Middle,Python,62000,,28,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:28,34,Male,Berlin,Software Engineer,14,4,Lead,Java,95000,5000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:28,36,Male,Berlin,Backend Developer,18,1,Senior,PHP,65000,70000,26,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:29,33,Female,Berlin,QA Engineer,8,1.5,Senior,-,50000,,24,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:30,32,Male,Berlin,Software Engineer,11,6,Lead,Android,80000,,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:35,46,Male,Berlin,Software Engineer,14,14,Senior,JavaScript,80000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:36,30,Male,Munich,Mobile Developer,8,1,Senior,Kotlin,66000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:36,36,Male,Rosenheim,Data Science Manager,12,0.5,Manager,Python,89200,17800,,Full-time employee,Unlimited contract,English,Construction
24-11-2020 12:37,35,Male,Berlin,Product Manager,10,5,Senior,php,90000,10000,,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:38,47,Male,Munich,DevOps,20,1,Senior,,75000,,30,Full-time employee,Unlimited contract,,Product
24-11-2020 12:40,31,Male,Berlin,Data Scientist,10,5,Lead,Python ,115000,70000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:41,46,Male,Munich,Scrum Master,12,8,Senior,Agile,85000,10000,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 12:44,26,Male,Berlin,Mobile Developer,6,2,Senior,Kotlin,70000,,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:44,31,Male,Mannheim ,Firmware Engineer,10,3,Senior,C,45000,,30,Full-time employee,Temporary contract,English,Product
24-11-2020 12:47,31,Male,Munich,Frontend Developer,12,1.5,Lead,"TypeScript, JavaScript",85000,3000,29,Full-time employee,Unlimited contract,English,Startup
24-11-2020 12:48,30,Female,Berlin,QA Engineer,5,3,Middle,Python ,50000,4000,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 12:50,35,Male,Munich,Software Engineer,13,4,Lead,Pegasystems platform ,140000,6000,28,Full-time employee,Unlimited contract,English,Consulting / Agency
24-11-2020 12:51,33,Male,Berlin,Software Engineer,12,5,Senior,Javascript,120000,,28,Self-employed (freelancer),Temporary contract,English,Product
24-11-2020 12:52,36,Male,Berlin,Software Engineer,7,5,Middle,"C++, Java, Embedded C",42000,,25,Full-time employee,Unlimited contract,English and German,Product
24-11-2020 12:54,36,Male,Munich,Solutions Architect,12,5,Lead,Cloud,105000,25000,28,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:55,40,Male,Munich,Software Engineer,13,1,Senior,,77000,101,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:55,38,Male,Frankfurt,Data Center Manager,6,2,Work Center Manager,DC Management,68000,12000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:55,35,Female,Berlin,Software Engineer,15,6,Senior,C#,76000,,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 12:58,32,Male,Munich,Fullstack Developer,9,2,Senior,Java,70000,4000,26,Full-time employee,Unlimited contract,English,Product
24-11-2020 12:59,29,Male,Berlin,Software Engineer,8,2,Senior,Go,70000,5000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 13:00,30,Male,Rosenheim,Software Engineer,9,5,Middle,Java,63000,,30,Full-time employee,Unlimited contract,German,Product
24-11-2020 13:01,35,Male,Berlin,ML Engineer,10,2,Lead,Scala,96000,4000,30,Full-time employee,Unlimited contract,English,Product
24-11-2020 13:02,29,Male,Berlin,Software Engineer,7,5,Senior,Python,64000,,30,Full-time employee,Unlimited contract,English,Startup
